ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,weekday,net_xyz_vs_,net_xyz_vs_other_card,YearMonth,YearMonth_str
Big Street ATM,2012-01-02,30,19,11,93300,62000,31300,SUNDAY,Christain_festival,True,HHW,Monday,8,8,2012-01,2012-01
Mount Road ATM,2012-01-02,171,88,83,644200,373400,270800,SUNDAY,Christain_festival,True,HHW,Monday,5,5,2012-01,2012-01
Big Street ATM,2012-01-03,40,19,21,141900,90600,51300,SUNDAY,Christain_festival,True,HHW,Tuesday,-2,-2,2012-01,2012-01
Mount Road ATM,2012-01-03,225,116,109,827200,482200,345000,SUNDAY,Christain_festival,True,HHW,Tuesday,7,7,2012-01,2012-01
Airport ATM,2012-01-03,122,101,21,520400,478300,42100,SUNDAY,Christain_festival,True,HHW,Tuesday,80,80,2012-01,2012-01
KK Nagar ATM,2012-01-03,214,175,39,858500,740200,118300,SUNDAY,Christain_festival,True,HHW,Tuesday,136,136,2012-01,2012-01
Christ College ATM,2012-01-03,127,66,61,557100,315800,241300,SUNDAY,Christain_festival,True,HHW,Tuesday,5,5,2012-01,2012-01
Christ College ATM,2012-01-04,105,47,58,430500,195200,235300,SUNDAY,Christain_festival,True,HHW,Wednesday,-11,-11,2012-01,2012-01
KK Nagar ATM,2012-01-04,149,128,21,764400,658000,106400,SUNDAY,Christain_festival,True,HHW,Wednesday,107,107,2012-01,2012-01
Big Street ATM,2012-01-04,38,24,14,206800,175800,31000,SUNDAY,Christain_festival,True,HHW,Wednesday,10,10,2012-01,2012-01
Mount Road ATM,2012-01-04,155,89,66,510700,331000,179700,SUNDAY,Christain_festival,True,HHW,Wednesday,23,23,2012-01,2012-01
Airport ATM,2012-01-04,95,80,15,529000,467700,61300,SUNDAY,Christain_festival,True,HHW,Wednesday,65,65,2012-01,2012-01
Big Street ATM,2012-01-05,58,43,15,281800,245700,36100,SUNDAY,Christain_festival,True,HHW,Thursday,28,28,2012-01,2012-01
Mount Road ATM,2012-01-05,198,94,104,706800,425700,281100,SUNDAY,Christain_festival,True,HHW,Thursday,-10,-10,2012-01,2012-01
Airport ATM,2012-01-05,104,82,22,516400,441300,75100,SUNDAY,Christain_festival,True,HHW,Thursday,60,60,2012-01,2012-01
KK Nagar ATM,2012-01-05,169,121,48,753200,516900,236300,SUNDAY,Christain_festival,True,HHW,Thursday,73,73,2012-01,2012-01
Christ College ATM,2012-01-05,92,45,47,408000,224900,183100,SUNDAY,Christain_festival,True,HHW,Thursday,-2,-2,2012-01,2012-01
Christ College ATM,2012-01-06,148,67,81,592900,304800,288100,SUNDAY,Christain_festival,True,HHW,Friday,-14,-14,2012-01,2012-01
Big Street ATM,2012-01-06,35,18,17,96900,71900,25000,SUNDAY,Christain_festival,True,HHW,Friday,1,1,2012-01,2012-01
Mount Road ATM,2012-01-06,215,105,110,722600,435900,286700,SUNDAY,Christain_festival,True,HHW,Friday,-5,-5,2012-01,2012-01
Airport ATM,2012-01-06,98,78,20,431800,369400,62400,SUNDAY,Christain_festival,True,HHW,Friday,58,58,2012-01,2012-01
KK Nagar ATM,2012-01-06,197,145,52,854000,603100,250900,SUNDAY,Christain_festival,True,HHW,Friday,93,93,2012-01,2012-01
Christ College ATM,2012-01-07,132,49,83,656600,245300,411300,SATURDAY,National_holiday,True,WHH,Saturday,-34,-34,2012-01,2012-01
KK Nagar ATM,2012-01-07,178,127,51,802800,561600,241200,SATURDAY,National_holiday,True,WHH,Saturday,76,76,2012-01,2012-01
Airport ATM,2012-01-07,136,102,34,766600,613400,153200,SATURDAY,National_holiday,True,WHH,Saturday,68,68,2012-01,2012-01
Mount Road ATM,2012-01-07,255,115,140,911300,554300,357000,SATURDAY,National_holiday,True,WHH,Saturday,-25,-25,2012-01,2012-01
Big Street ATM,2012-01-07,25,15,10,128300,114300,14000,SATURDAY,National_holiday,True,WHH,Saturday,5,5,2012-01,2012-01
Big Street ATM,2012-01-08,40,24,16,119100,85500,33600,SUNDAY,National_holiday,True,HHW,Sunday,8,8,2012-01,2012-01
Mount Road ATM,2012-01-08,256,48,208,587200,186800,400400,SUNDAY,National_holiday,True,HHW,Sunday,-160,-160,2012-01,2012-01
Airport ATM,2012-01-08,127,90,37,598400,502400,96000,SUNDAY,National_holiday,True,HHW,Sunday,53,53,2012-01,2012-01
KK Nagar ATM,2012-01-08,120,74,46,410200,203400,206800,SUNDAY,National_holiday,True,HHW,Sunday,28,28,2012-01,2012-01
Christ College ATM,2012-01-08,90,32,58,317000,149100,167900,SUNDAY,National_holiday,True,HHW,Sunday,-26,-26,2012-01,2012-01
Big Street ATM,2012-01-09,41,23,18,166600,123800,42800,SUNDAY,National_holiday,True,HHW,Monday,5,5,2012-01,2012-01
Mount Road ATM,2012-01-09,192,75,117,579600,291600,288000,SUNDAY,National_holiday,True,HHW,Monday,-42,-42,2012-01,2012-01
Airport ATM,2012-01-09,115,93,22,471100,384600,86500,SUNDAY,National_holiday,True,HHW,Monday,71,71,2012-01,2012-01
KK Nagar ATM,2012-01-09,203,139,64,885200,583000,302200,SUNDAY,National_holiday,True,HHW,Monday,75,75,2012-01,2012-01
Christ College ATM,2012-01-09,122,59,63,569900,291200,278700,SUNDAY,National_holiday,True,HHW,Monday,-4,-4,2012-01,2012-01
KK Nagar ATM,2012-01-10,238,188,50,1182400,967300,215100,SUNDAY,National_holiday,True,HHW,Tuesday,138,138,2012-01,2012-01
Airport ATM,2012-01-10,133,98,35,631100,475900,155200,SUNDAY,National_holiday,True,HHW,Tuesday,63,63,2012-01,2012-01
Christ College ATM,2012-01-10,121,64,57,593300,337400,255900,SUNDAY,National_holiday,True,HHW,Tuesday,7,7,2012-01,2012-01
Big Street ATM,2012-01-10,64,26,38,208000,89400,118600,SUNDAY,National_holiday,True,HHW,Tuesday,-12,-12,2012-01,2012-01
Mount Road ATM,2012-01-10,167,72,95,433600,219000,214600,SUNDAY,National_holiday,True,HHW,Tuesday,-23,-23,2012-01,2012-01
Big Street ATM,2012-01-11,56,33,23,200200,136100,64100,SUNDAY,National_holiday,True,HHW,Wednesday,10,10,2012-01,2012-01
Mount Road ATM,2012-01-11,178,70,108,522100,258600,263500,SUNDAY,National_holiday,True,HHW,Wednesday,-38,-38,2012-01,2012-01
Airport ATM,2012-01-11,119,96,23,530900,459400,71500,SUNDAY,National_holiday,True,HHW,Wednesday,73,73,2012-01,2012-01
KK Nagar ATM,2012-01-11,187,129,58,849500,629300,220200,SUNDAY,National_holiday,True,HHW,Wednesday,71,71,2012-01,2012-01
Christ College ATM,2012-01-11,102,54,48,412400,219700,192700,SUNDAY,National_holiday,True,HHW,Wednesday,6,6,2012-01,2012-01
Christ College ATM,2012-01-12,117,60,57,524500,259200,265300,SUNDAY,National_holiday,True,HHW,Thursday,3,3,2012-01,2012-01
KK Nagar ATM,2012-01-12,207,133,74,933600,624400,309200,SUNDAY,National_holiday,True,HHW,Thursday,59,59,2012-01,2012-01
Airport ATM,2012-01-12,112,94,18,538800,478100,60700,SUNDAY,National_holiday,True,HHW,Thursday,76,76,2012-01,2012-01
Big Street ATM,2012-01-12,38,20,18,151900,106900,45000,SUNDAY,National_holiday,True,HHW,Thursday,2,2,2012-01,2012-01
Mount Road ATM,2012-01-12,234,104,130,755800,383800,372000,SUNDAY,National_holiday,True,HHW,Thursday,-26,-26,2012-01,2012-01
Big Street ATM,2012-02-01,45,21,24,173900,89900,84000,SUNDAY,National_holiday,True,HHW,Wednesday,-3,-3,2012-02,2012-02
Mount Road ATM,2012-02-01,176,99,77,704100,465800,238300,SUNDAY,National_holiday,True,HHW,Wednesday,22,22,2012-02,2012-02
Airport ATM,2012-02-01,133,108,25,629500,508700,120800,SUNDAY,National_holiday,True,HHW,Wednesday,83,83,2012-02,2012-02
KK Nagar ATM,2012-02-01,196,144,52,967300,699700,267600,SUNDAY,National_holiday,True,HHW,Wednesday,92,92,2012-02,2012-02
Christ College ATM,2012-02-01,114,50,64,499600,179800,319800,SUNDAY,National_holiday,True,HHW,Wednesday,-14,-14,2012-02,2012-02
Christ College ATM,2012-02-02,72,33,39,397300,187800,209500,SUNDAY,National_holiday,True,HHW,Thursday,-6,-6,2012-02,2012-02
KK Nagar ATM,2012-02-02,194,153,41,1044300,850300,194000,SUNDAY,National_holiday,True,HHW,Thursday,112,112,2012-02,2012-02
Airport ATM,2012-02-02,102,86,16,474500,408400,66100,SUNDAY,National_holiday,True,HHW,Thursday,70,70,2012-02,2012-02
Big Street ATM,2012-02-02,50,25,25,217300,123200,94100,SUNDAY,National_holiday,True,HHW,Thursday,0,0,2012-02,2012-02
Mount Road ATM,2012-02-02,183,103,80,646800,449700,197100,SUNDAY,National_holiday,True,HHW,Thursday,23,23,2012-02,2012-02
Big Street ATM,2012-02-03,37,23,14,208300,177600,30700,SUNDAY,National_holiday,True,HHW,Friday,9,9,2012-02,2012-02
Mount Road ATM,2012-02-03,134,65,69,417900,223500,194400,SUNDAY,National_holiday,True,HHW,Friday,-4,-4,2012-02,2012-02
Airport ATM,2012-02-03,99,87,12,523000,484800,38200,SUNDAY,National_holiday,True,HHW,Friday,75,75,2012-02,2012-02
KK Nagar ATM,2012-02-03,164,115,49,663100,495600,167500,SUNDAY,National_holiday,True,HHW,Friday,66,66,2012-02,2012-02
Christ College ATM,2012-02-03,116,53,63,547200,281100,266100,SUNDAY,National_holiday,True,HHW,Friday,-10,-10,2012-02,2012-02
Big Street ATM,2012-02-04,39,17,22,126500,45900,80600,SATURDAY,National_holiday,True,WHH,Saturday,-5,-5,2012-02,2012-02
Mount Road ATM,2012-02-04,193,109,84,771100,507000,264100,SATURDAY,National_holiday,True,WHH,Saturday,25,25,2012-02,2012-02
Airport ATM,2012-02-04,129,104,25,778500,631700,146800,SATURDAY,National_holiday,True,WHH,Saturday,79,79,2012-02,2012-02
KK Nagar ATM,2012-02-04,198,158,40,1155300,959800,195500,SATURDAY,National_holiday,True,WHH,Saturday,118,118,2012-02,2012-02
Christ College ATM,2012-02-04,132,61,71,632400,353800,278600,SATURDAY,National_holiday,True,WHH,Saturday,-10,-10,2012-02,2012-02
KK Nagar ATM,2012-02-05,127,82,45,494900,356100,138800,SUNDAY,Muslim_festivals,True,HHW,Sunday,37,37,2012-02,2012-02
Airport ATM,2012-02-05,103,77,26,341600,285600,56000,SUNDAY,Muslim_festivals,True,HHW,Sunday,51,51,2012-02,2012-02
Christ College ATM,2012-02-05,67,33,34,279600,146700,132900,SUNDAY,Muslim_festivals,True,HHW,Sunday,-1,-1,2012-02,2012-02
Big Street ATM,2012-02-05,38,20,18,148800,111700,37100,SUNDAY,Muslim_festivals,True,HHW,Sunday,2,2,2012-02,2012-02
Mount Road ATM,2012-02-05,199,55,144,532600,200200,332400,SUNDAY,Muslim_festivals,True,HHW,Sunday,-89,-89,2012-02,2012-02
Christ College ATM,2012-02-06,116,59,57,511300,294700,216600,SUNDAY,Muslim_festivals,True,HHW,Monday,2,2,2012-02,2012-02
KK Nagar ATM,2012-02-06,219,172,47,1069600,854000,215600,SUNDAY,Muslim_festivals,True,HHW,Monday,125,125,2012-02,2012-02
Big Street ATM,2012-02-06,33,15,18,111100,75900,35200,SUNDAY,Muslim_festivals,True,HHW,Monday,-3,-3,2012-02,2012-02
Mount Road ATM,2012-02-06,167,80,87,554800,351400,203400,SUNDAY,Muslim_festivals,True,HHW,Monday,-7,-7,2012-02,2012-02
Airport ATM,2012-02-06,95,72,23,449700,367200,82500,SUNDAY,Muslim_festivals,True,HHW,Monday,49,49,2012-02,2012-02
Big Street ATM,2012-02-07,47,23,24,184600,110200,74400,SUNDAY,Muslim_festivals,True,HHW,Tuesday,-1,-1,2012-02,2012-02
Mount Road ATM,2012-02-07,219,70,149,804700,331900,472800,SUNDAY,Muslim_festivals,True,HHW,Tuesday,-79,-79,2012-02,2012-02
KK Nagar ATM,2012-02-07,179,125,54,777700,514000,263700,SUNDAY,Muslim_festivals,True,HHW,Tuesday,71,71,2012-02,2012-02
Christ College ATM,2012-02-07,129,60,69,591400,352300,239100,SUNDAY,Muslim_festivals,True,HHW,Tuesday,-9,-9,2012-02,2012-02
Airport ATM,2012-02-07,122,87,35,510200,401700,108500,SUNDAY,Muslim_festivals,True,HHW,Tuesday,52,52,2012-02,2012-02
Big Street ATM,2012-02-08,38,18,20,196800,110000,86800,SUNDAY,Muslim_festivals,True,HHW,Wednesday,-2,-2,2012-02,2012-02
Mount Road ATM,2012-02-08,243,91,152,886900,442700,444200,SUNDAY,Muslim_festivals,True,HHW,Wednesday,-61,-61,2012-02,2012-02
Airport ATM,2012-02-08,147,91,56,568700,323900,244800,SUNDAY,Muslim_festivals,True,HHW,Wednesday,35,35,2012-02,2012-02
KK Nagar ATM,2012-02-08,197,115,82,939100,580100,359000,SUNDAY,Muslim_festivals,True,HHW,Wednesday,33,33,2012-02,2012-02
Christ College ATM,2012-02-08,125,50,75,594600,269200,325400,SUNDAY,Muslim_festivals,True,HHW,Wednesday,-25,-25,2012-02,2012-02
Christ College ATM,2012-02-09,118,37,81,428300,132500,295800,SUNDAY,Muslim_festivals,True,HHW,Thursday,-44,-44,2012-02,2012-02
KK Nagar ATM,2012-02-09,226,146,80,986000,632300,353700,SUNDAY,Muslim_festivals,True,HHW,Thursday,66,66,2012-02,2012-02
Airport ATM,2012-02-09,132,81,51,586100,459100,127000,SUNDAY,Muslim_festivals,True,HHW,Thursday,30,30,2012-02,2012-02
Big Street ATM,2012-02-09,46,22,24,176100,116700,59400,SUNDAY,Muslim_festivals,True,HHW,Thursday,-2,-2,2012-02,2012-02
Mount Road ATM,2012-02-09,162,89,73,612700,370900,241800,SUNDAY,Muslim_festivals,True,HHW,Thursday,16,16,2012-02,2012-02
Big Street ATM,2012-02-10,48,20,28,234500,164600,69900,SUNDAY,Muslim_festivals,True,HHW,Friday,-8,-8,2012-02,2012-02
Mount Road ATM,2012-02-10,247,76,171,779900,277600,502300,SUNDAY,Muslim_festivals,True,HHW,Friday,-95,-95,2012-02,2012-02
Airport ATM,2012-02-10,119,76,43,494800,354800,140000,SUNDAY,Muslim_festivals,True,HHW,Friday,33,33,2012-02,2012-02
KK Nagar ATM,2012-02-10,200,127,73,907600,670600,237000,SUNDAY,Muslim_festivals,True,HHW,Friday,54,54,2012-02,2012-02
Christ College ATM,2012-02-10,157,61,96,694700,323800,370900,SUNDAY,Muslim_festivals,True,HHW,Friday,-35,-35,2012-02,2012-02
Big Street ATM,2012-02-11,52,27,25,261200,156600,104600,SATURDAY,National_holiday,True,WHH,Saturday,2,2,2012-02,2012-02
Mount Road ATM,2012-02-11,167,81,86,534500,350900,183600,SATURDAY,National_holiday,True,WHH,Saturday,-5,-5,2012-02,2012-02
Airport ATM,2012-02-11,114,86,28,616600,473200,143400,SATURDAY,National_holiday,True,WHH,Saturday,58,58,2012-02,2012-02
KK Nagar ATM,2012-02-11,151,119,32,590200,499300,90900,SATURDAY,National_holiday,True,WHH,Saturday,87,87,2012-02,2012-02
Christ College ATM,2012-02-11,101,53,48,482100,339600,142500,SATURDAY,National_holiday,True,WHH,Saturday,5,5,2012-02,2012-02
KK Nagar ATM,2012-02-12,113,68,45,344600,210600,134000,SUNDAY,National_holiday,True,HHW,Sunday,23,23,2012-02,2012-02
Airport ATM,2012-02-12,109,69,40,407300,330600,76700,SUNDAY,National_holiday,True,HHW,Sunday,29,29,2012-02,2012-02
Christ College ATM,2012-02-12,71,36,35,258900,180300,78600,SUNDAY,National_holiday,True,HHW,Sunday,1,1,2012-02,2012-02
Big Street ATM,2012-02-12,53,20,33,169900,103700,66200,SUNDAY,National_holiday,True,HHW,Sunday,-13,-13,2012-02,2012-02
Mount Road ATM,2012-02-12,177,34,143,440200,100200,340000,SUNDAY,National_holiday,True,HHW,Sunday,-109,-109,2012-02,2012-02
Big Street ATM,2012-03-01,16,9,7,47200,30100,17100,SUNDAY,National_holiday,True,HHW,Thursday,2,2,2012-03,2012-03
Mount Road ATM,2012-03-01,194,103,91,743400,481500,261900,SUNDAY,National_holiday,True,HHW,Thursday,12,12,2012-03,2012-03
Airport ATM,2012-03-01,105,92,13,707900,687900,20000,SUNDAY,National_holiday,True,HHW,Thursday,79,79,2012-03,2012-03
KK Nagar ATM,2012-03-01,140,117,23,755000,633600,121400,SUNDAY,National_holiday,True,HHW,Thursday,94,94,2012-03,2012-03
Christ College ATM,2012-03-01,74,39,35,386800,222000,164800,SUNDAY,National_holiday,True,HHW,Thursday,4,4,2012-03,2012-03
Christ College ATM,2012-03-02,99,52,47,483200,256100,227100,SUNDAY,National_holiday,True,HHW,Friday,5,5,2012-03,2012-03
KK Nagar ATM,2012-03-02,152,111,41,639600,476200,163400,SUNDAY,National_holiday,True,HHW,Friday,70,70,2012-03,2012-03
Airport ATM,2012-03-02,107,82,25,594900,464200,130700,SUNDAY,National_holiday,True,HHW,Friday,57,57,2012-03,2012-03
Big Street ATM,2012-03-02,2,2,0,12000,12000,0,SUNDAY,National_holiday,True,HHW,Friday,2,2,2012-03,2012-03
Mount Road ATM,2012-03-02,172,86,86,697300,440300,257000,SUNDAY,National_holiday,True,HHW,Friday,0,0,2012-03,2012-03
Big Street ATM,2012-03-03,43,24,19,185100,112700,72400,SATURDAY,National_holiday,True,WHH,Saturday,5,5,2012-03,2012-03
Mount Road ATM,2012-03-03,222,87,135,703800,378800,325000,SATURDAY,National_holiday,True,WHH,Saturday,-48,-48,2012-03,2012-03
Airport ATM,2012-03-03,117,88,29,636100,559800,76300,SATURDAY,National_holiday,True,WHH,Saturday,59,59,2012-03,2012-03
KK Nagar ATM,2012-03-03,133,103,30,634600,523600,111000,SATURDAY,National_holiday,True,WHH,Saturday,73,73,2012-03,2012-03
Christ College ATM,2012-03-03,95,38,57,428900,152000,276900,SATURDAY,National_holiday,True,WHH,Saturday,-19,-19,2012-03,2012-03
KK Nagar ATM,2012-03-04,130,88,42,504300,343400,160900,SUNDAY,National_holiday,True,HHW,Sunday,46,46,2012-03,2012-03
Christ College ATM,2012-03-04,74,26,48,315500,90900,224600,SUNDAY,National_holiday,True,HHW,Sunday,-22,-22,2012-03,2012-03
Airport ATM,2012-03-04,139,93,46,686000,555400,130600,SUNDAY,National_holiday,True,HHW,Sunday,47,47,2012-03,2012-03
Big Street ATM,2012-03-04,48,22,26,140900,99500,41400,SUNDAY,National_holiday,True,HHW,Sunday,-4,-4,2012-03,2012-03
Mount Road ATM,2012-03-04,178,47,131,549500,274000,275500,SUNDAY,National_holiday,True,HHW,Sunday,-84,-84,2012-03,2012-03
Big Street ATM,2012-03-05,33,12,21,123300,50100,73200,SUNDAY,National_holiday,True,HHW,Monday,-9,-9,2012-03,2012-03
Mount Road ATM,2012-03-05,169,75,94,760700,447600,313100,SUNDAY,National_holiday,True,HHW,Monday,-19,-19,2012-03,2012-03
Airport ATM,2012-03-05,103,82,21,552300,482000,70300,SUNDAY,National_holiday,True,HHW,Monday,61,61,2012-03,2012-03
KK Nagar ATM,2012-03-05,191,149,42,790200,631900,158300,SUNDAY,National_holiday,True,HHW,Monday,107,107,2012-03,2012-03
Christ College ATM,2012-03-05,176,74,102,928400,486800,441600,SUNDAY,National_holiday,True,HHW,Monday,-28,-28,2012-03,2012-03
Big Street ATM,2012-03-06,58,30,28,273300,151800,121500,SUNDAY,National_holiday,True,HHW,Tuesday,2,2,2012-03,2012-03
Mount Road ATM,2012-03-06,227,77,150,735000,349300,385700,SUNDAY,National_holiday,True,HHW,Tuesday,-73,-73,2012-03,2012-03
Airport ATM,2012-03-06,109,88,21,520800,435900,84900,SUNDAY,National_holiday,True,HHW,Tuesday,67,67,2012-03,2012-03
KK Nagar ATM,2012-03-06,199,155,44,1060200,875800,184400,SUNDAY,National_holiday,True,HHW,Tuesday,111,111,2012-03,2012-03
Christ College ATM,2012-03-06,110,54,56,501000,278600,222400,SUNDAY,National_holiday,True,HHW,Tuesday,-2,-2,2012-03,2012-03
KK Nagar ATM,2012-03-07,174,136,38,700100,558200,141900,SUNDAY,National_holiday,True,HHW,Wednesday,98,98,2012-03,2012-03
Airport ATM,2012-03-07,107,88,19,635600,566100,69500,SUNDAY,National_holiday,True,HHW,Wednesday,69,69,2012-03,2012-03
Christ College ATM,2012-03-07,117,50,67,600100,305900,294200,SUNDAY,National_holiday,True,HHW,Wednesday,-17,-17,2012-03,2012-03
Big Street ATM,2012-03-07,43,27,16,159200,104000,55200,SUNDAY,National_holiday,True,HHW,Wednesday,11,11,2012-03,2012-03
Mount Road ATM,2012-03-07,210,93,117,756900,426000,330900,SUNDAY,National_holiday,True,HHW,Wednesday,-24,-24,2012-03,2012-03
Big Street ATM,2012-03-08,25,7,18,117100,54000,63100,SUNDAY,National_holiday,True,HHW,Thursday,-11,-11,2012-03,2012-03
Mount Road ATM,2012-03-08,188,93,95,707900,468600,239300,SUNDAY,National_holiday,True,HHW,Thursday,-2,-2,2012-03,2012-03
Airport ATM,2012-03-08,113,83,30,574000,455600,118400,SUNDAY,National_holiday,True,HHW,Thursday,53,53,2012-03,2012-03
KK Nagar ATM,2012-03-08,170,128,42,786300,626100,160200,SUNDAY,National_holiday,True,HHW,Thursday,86,86,2012-03,2012-03
Christ College ATM,2012-03-08,108,62,46,457000,292300,164700,SUNDAY,National_holiday,True,HHW,Thursday,16,16,2012-03,2012-03
Christ College ATM,2012-03-09,83,34,49,362800,191700,171100,SUNDAY,National_holiday,True,HHW,Friday,-15,-15,2012-03,2012-03
KK Nagar ATM,2012-03-09,147,111,36,574300,469400,104900,SUNDAY,National_holiday,True,HHW,Friday,75,75,2012-03,2012-03
Airport ATM,2012-03-09,96,71,25,440200,323900,116300,SUNDAY,National_holiday,True,HHW,Friday,46,46,2012-03,2012-03
Big Street ATM,2012-03-09,46,18,28,199100,66200,132900,SUNDAY,National_holiday,True,HHW,Friday,-10,-10,2012-03,2012-03
Mount Road ATM,2012-03-09,186,88,98,584700,414500,170200,SUNDAY,National_holiday,True,HHW,Friday,-10,-10,2012-03,2012-03
Big Street ATM,2012-03-10,35,14,21,163900,69700,94200,SATURDAY,National_holiday,True,WHH,Saturday,-7,-7,2012-03,2012-03
Mount Road ATM,2012-03-10,239,94,145,885400,475200,410200,SATURDAY,National_holiday,True,WHH,Saturday,-51,-51,2012-03,2012-03
Airport ATM,2012-03-10,134,99,35,777200,687400,89800,SATURDAY,National_holiday,True,WHH,Saturday,64,64,2012-03,2012-03
KK Nagar ATM,2012-03-10,171,116,55,698400,474900,223500,SATURDAY,National_holiday,True,WHH,Saturday,61,61,2012-03,2012-03
Christ College ATM,2012-03-10,94,51,43,461200,288500,172700,SATURDAY,National_holiday,True,WHH,Saturday,8,8,2012-03,2012-03
Christ College ATM,2012-03-11,62,25,37,235000,96600,138400,SUNDAY,National_holiday,True,HHW,Sunday,-12,-12,2012-03,2012-03
KK Nagar ATM,2012-03-11,94,43,51,302700,128900,173800,SUNDAY,National_holiday,True,HHW,Sunday,-8,-8,2012-03,2012-03
Airport ATM,2012-03-11,69,48,21,265200,230900,34300,SUNDAY,National_holiday,True,HHW,Sunday,27,27,2012-03,2012-03
Mount Road ATM,2012-03-11,126,31,95,190500,72400,118100,SUNDAY,National_holiday,True,HHW,Sunday,-64,-64,2012-03,2012-03
Big Street ATM,2012-03-11,28,11,17,106400,73300,33100,SUNDAY,National_holiday,True,HHW,Sunday,-6,-6,2012-03,2012-03
Big Street ATM,2012-03-12,44,25,19,163300,129300,34000,SUNDAY,National_holiday,True,HHW,Monday,6,6,2012-03,2012-03
